agency_cd,site_no,peak_dt,peak_tm,peak_va,peak_cd,gage_ht,gage_ht_cd,year_last_pk,ag_dt,ag_tm,ag_gage_ht,ag_gage_ht_cd,peak_dateTime,ag_dateTime
USGS,06426500,2023-03-17,19:15,395,2,10.68,2,NA,2023-03-17,1145,11.01,1,2023-03-17T19:15:00Z,2023-03-17T11:45:00Z
USGS,06428500,1947-06-23,NA,3620,NA,12.51,2,NA,1947-03-22,NA,14.33,1,NA,NA
USGS,06428500,1948-06-18,NA,2280,NA,9.98,2,NA,1948-03-20,NA,12.36,1,NA,NA
USGS,06428500,1949-03-25,NA,2180,NA,9.83,2,NA,1949-03-20,NA,11,1,NA,NA
USGS,06428500,1950-05-10,NA,2000,NA,9.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1951-09-06,NA,1480,NA,8.47,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1952-03-31,NA,2030,6,9.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1953-08-05,NA,3170,6,12.68,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1954-04-06,NA,389,6,5.19,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1955-04-12,NA,1490,6,8.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1956-03-24,NA,509,6,5.69,2,NA,1956-03-09,NA,7.12,1,NA,NA
USGS,06428500,1957-03-01,NA,1350,6,8.45,1,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1958-04-27,NA,728,6,6.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1959-03-23,NA,927,6,7.15,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1960-03-23,NA,1660,6,9.64,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1961-07-05,NA,140,6,3.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1962-06-18,NA,4400,6,15.59,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1963-04-28,NA,985,6,7.75,2,NA,1963-02-05,NA,8.15,1,NA,NA
USGS,06428500,1964-06-24,NA,2410,6,11.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1965-04-02,NA,2270,6,11.11,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1966-07-22,NA,1470,6,9.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1967-06-08,NA,1650,6,9.62,2,NA,1967-03-13,NA,10.43,1,NA,NA
USGS,06428500,1968-03-08,NA,700,6,NA,NA,NA,1968-03-06,NA,7.29,1,NA,NA
USGS,06428500,1969-05-02,NA,1490,6,9.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1970-05-14,NA,1810,6,10.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1971-06-04,NA,2400,6,11.32,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1972-06-19,NA,2330,6,11.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1973-06-19,NA,1440,6,9.09,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1974-03-05,NA,873,6,NA,NA,NA,1974-01-20,NA,8.06,1,NA,NA
USGS,06428500,1975-05-11,NA,1480,6,9.31,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1976-06-17,NA,2910,6,12.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1977-04-10,NA,980,6,7.88,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1978-05-20,NA,2100,6,11.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1979-06-20,NA,376,6,5.48,2,NA,1979-03-17,NA,8.16,1,NA,NA
USGS,06428500,1980-08-20,NA,431,6,5.78,2,NA,1980-02-29,NA,6.11,1,NA,NA
USGS,06428500,1981-07-25,NA,3180,6,12.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1982-05-20,NA,3750,6,14.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1982-10-10,NA,1100,6,8.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1984-06-19,NA,3570,6,13.99,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1985-03-20,NA,615,6,6.86,2,NA,1985-03-17,NA,8.77,1,NA,NA
USGS,06428500,1986-05-09,NA,1300,6,9.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1987-03-09,NA,792,6,8.12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1988-06-20,NA,203,6,4.87,2,NA,1988-03-05,NA,7.06,1,NA,NA
USGS,06428500,1989-03-13,NA,533,6,6.76,2,NA,1989-03-11,NA,10.56,1,NA,NA
USGS,06428500,1990-05-25,NA,1980,6,11.88,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1991-05-15,NA,877,6,8.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1992-07-25,NA,107,6,4.17,2,NA,1992-02-24,NA,4.22,1,NA,NA
USGS,06428500,1993-06-30,NA,4550,6,14.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1994-03-03,NA,800,6,11.01,1,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1995-05-10,NA,6320,6,16.33,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1996-03-14,NA,5050,6,15.58,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1997-03-22,NA,1840,6,11.58,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1998-07-07,NA,908,6,8.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,1999-06-16,NA,1260,6,10.01,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2000-04-25,NA,285,6,5.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2001-04-05,NA,1000,6,9.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2002-08-09,NA,708,6,7.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2003-03-17,NA,956,6,9.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2004-07-06,NA,1040,6,9.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2005-05-13,NA,327,6,5.8,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2006-04-21,NA,874,6,8.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2007-06-07,NA,928,6,8.74,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2008-06-06,NA,5190,6,15.98,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2009-06-15,NA,2550,6,13.48,2,NA,2009-03-05,NA,14.22,1,NA,NA
USGS,06428500,2010-05-19,NA,1660,6,11.29,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2011-05-23,NA,5840,6,16.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2012-03-13,NA,845,6,8.62,1,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2013-06-02,NA,3270,6,14.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2014-03-13,NA,1310,6,10.76,2,NA,2014-03-07,NA,15.74,1,NA,NA
USGS,06428500,2015-06-20,NA,2290,6,13.33,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2016-09-06,NA,283,6,5.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06428500,2017-06-06,NA,486,6,6.8,2,NA,2017-02-19,NA,7.06,1,NA,NA
USGS,06428500,2018-06-28,04:00,646,6,7.55,2,NA,2018-03-25,0700,11.27,1,2018-06-28T04:00:00Z,2018-03-25T07:00:00Z
USGS,06428500,2019-05-22,22:45,3320,6,14.66,NA,NA,NA,NA,NA,NA,2019-05-22T22:45:00Z,NA
USGS,06428500,2020-03-11,04:45,1220,6,10.4,NA,NA,NA,NA,NA,NA,2020-03-11T04:45:00Z,NA
USGS,06428500,2021-07-14,13:00,160,6,4.81,2,NA,2021-03-08,1100,5.29,1,2021-07-14T13:00:00Z,2021-03-08T11:00:00Z
USGS,06428500,2022-04-30,14:45,423,6,6.44,NA,NA,NA,NA,NA,NA,2022-04-30T14:45:00Z,NA
USGS,06428500,2023-06-24,05:00,795,6,8.34,NA,NA,NA,NA,NA,NA,2023-06-24T05:00:00Z,NA
USGS,06433000,1946-05-31,NA,2550,5,8.55,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1947-06-22,NA,2800,5,8.98,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1948-07-11,NA,672,5,5.73,2,NA,1948-02-13,NA,7.06,1,NA,NA
USGS,06433000,1949-03-04,NA,985,5,6.29,2,NA,1949-02-24,NA,7.11,1,NA,NA
USGS,06433000,1950-04-06,NA,340,5,4.83,2,NA,1950-02-02,NA,6.21,1,NA,NA
USGS,06433000,1951-06-14,NA,269,5,4.63,2,NA,1951-01-31,NA,5.61,1,NA,NA
USGS,06433000,1952-05-23,NA,1120,5,6.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1953-06-20,NA,852,5,6.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1954-05-31,NA,270,5,4.72,2,NA,1954-01-01,NA,9.45,1,NA,NA
USGS,06433000,1955-06-11,NA,483,5,5.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1955-12-23,NA,480,5,8.35,1,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1957-06-25,NA,453,5,5.28,2,NA,1957-02-08,NA,6.69,1,NA,NA
USGS,06433000,1958-06-15,NA,608,5,5.61,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1959-03-01,NA,246,5,4.56,2,NA,1959-01-04,NA,5.84,1,NA,NA
USGS,06433000,1960-03-21,NA,516,5,5.5,2,NA,1960-03-04,NA,5.77,1,NA,NA
USGS,06433000,1961-07-27,NA,178,5,4.28,2,NA,1961-01-26,NA,5.62,1,NA,NA
USGS,06433000,1962-06-16,NA,16400,5,11.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1963-04-30,NA,1010,5,6.42,2,NA,1963-02-01,NA,7.36,1,NA,NA
USGS,06433000,1964-06-09,NA,2690,5,8.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1965-05-15,NA,8480,5,10.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1966-07-28,NA,586,5,5.84,2,NA,1966-02-23,NA,6.92,1,NA,NA
USGS,06433000,1967-06-16,NA,654,5,6.02,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1968-06-25,NA,310,5,5.16,2,NA,1968-01-16,NA,10.14,1,NA,NA
USGS,06433000,1969-05-16,NA,1380,5,7.13,2,NA,1969-01-06,NA,7.66,1,NA,NA
USGS,06433000,1970-06-13,NA,1870,5,7.68,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1971-05-23,NA,890,5,5.75,2,NA,1971-02-11,NA,8.4,1,NA,NA
USGS,06433000,1972-06-18,NA,1200,5,5.89,2,NA,1972-02-16,NA,7.34,1,NA,NA
USGS,06433000,1973-04-20,NA,1070,5,4.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1973-12-31,NA,375,5,NA,NA,NA,1974-01-08,NA,7.03,1,NA,NA
USGS,06433000,1975-05-06,NA,560,5,4.29,2,NA,1975-03-30,NA,4.78,1,NA,NA
USGS,06433000,1976-06-15,NA,6780,5,9.11,2,NA,1975-12-01,NA,9.2,1,NA,NA
USGS,06433000,1977-05-02,NA,364,5,3.76,2,NA,1976-12-30,NA,9.63,1,NA,NA
USGS,06433000,1978-03-18,NA,1090,5,5.07,2,NA,1978-03-04,NA,6.64,1,NA,NA
USGS,06433000,1979-03-08,NA,356,5,3.74,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1980-06-15,NA,570,5,4.3,2,NA,1980-01-01,NA,10.98,1,NA,NA
USGS,06433000,1981-06-13,NA,211,5,3.36,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1982-05-20,NA,6920,5,8.82,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1983-05-10,NA,912,5,4.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1984-06-15,NA,3950,5,7.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1985-01-05,NA,210,5,3.08,"1,2",NA,1985-02-03,NA,10.99,1,NA,NA
USGS,06433000,1986-05-09,NA,435,5,3.37,2,NA,1986-01-01,NA,5.7,NA,NA,NA
USGS,06433000,1987-03-07,NA,425,5,3.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1988-05-13,NA,284,5,3.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1989-05-03,NA,241,5,2.89,2,NA,1989-03-03,NA,5.33,1,NA,NA
USGS,06433000,1990-05-14,NA,214,5,2.9,2,NA,1989-12-17,NA,5.72,1,NA,NA
USGS,06433000,1991-06-08,NA,310,5,3.12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1992-04-19,NA,152,5,2.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1993-06-09,NA,735,5,3.97,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1994-03-03,NA,460,5,3.65,2,NA,1994-02-11,NA,6.77,1,NA,NA
USGS,06433000,1995-05-09,NA,4610,5,8.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1996-05-27,NA,1170,5,4.85,2,NA,1996-02-07,NA,7.26,1,NA,NA
USGS,06433000,1997-01-02,NA,750,"2,5",5.25,"1,2",NA,1997-01-31,NA,6.57,1,NA,NA
USGS,06433000,1998-06-19,NA,1500,5,5.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,1998-10-17,NA,1430,5,5.28,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2000-03-08,NA,401,5,3.7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2000-11-01,NA,548,5,3.93,2,NA,2000-12-16,NA,5.69,1,NA,NA
USGS,06433000,2002-09-18,NA,255,5,3.39,2,NA,2002-01-04,NA,3.66,1,NA,NA
USGS,06433000,2003-03-15,NA,368,5,3.64,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2004-02-19,NA,179,5,3.31,2,NA,2004-01-08,NA,4.91,1,NA,NA
USGS,06433000,2005-05-13,NA,272,5,3.48,2,NA,2005-01-16,NA,5.44,1,NA,NA
USGS,06433000,2006-05-02,NA,486,5,3.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2007-06-02,NA,2220,5,6.91,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2008-06-06,NA,5440,5,9.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2009-04-16,NA,1170,5,5.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2010-05-11,NA,1040,5,4.9,2,NA,2010-01-27,NA,5.61,1,NA,NA
USGS,06433000,2011-05-24,NA,2610,5,6.73,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2011-11-13,NA,268,5,3.13,2,NA,2012-01-21,NA,3.32,1,NA,NA
USGS,06433000,2013-06-01,NA,3930,5,7.59,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2013-10-11,NA,2210,5,6.05,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2015-06-06,NA,1130,5,4.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433000,2015-10-23,NA,298,5,3.56,2,NA,2016-04-28,NA,3.6,1,NA,NA
USGS,06433000,2017-04-10,NA,277,5,3.51,2,NA,2017-01-16,NA,5.29,1,NA,NA
USGS,06433000,2018-06-20,13:15,859,5,4.47,NA,NA,NA,NA,NA,NA,2018-06-20T13:15:00Z,NA
USGS,06433000,2019-05-22,09:15,1640,5,5.36,NA,NA,NA,NA,NA,NA,2019-05-22T09:15:00Z,NA
USGS,06433000,2020-05-02,01:30,521,"2,5",4.05,2,NA,2020-01-14,1415,7.71,1,2020-05-02T01:30:00Z,2020-01-14T14:15:00Z
USGS,06433000,2020-10-20,11:30,249,6,3.45,2,NA,2021-01-28,1130,3.57,1,2020-10-20T11:30:00Z,2021-01-28T11:30:00Z
USGS,06433000,2022-06-01,11:30,578,6,3.92,NA,NA,NA,NA,NA,NA,2022-06-01T11:30:00Z,NA
USGS,06433000,2023-06-24,03:30,2400,6,6.23,NA,NA,NA,NA,NA,NA,2023-06-24T03:30:00Z,NA
USGS,06433500,1954-04-06,NA,18,5,3.55,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1955-04-09,NA,29,5,3.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1956-07-16,NA,15,5,3.52,2,NA,1955-12-23,NA,3.89,1,NA,NA
USGS,06433500,1957-06-25,NA,132,5,4.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1958-04-07,NA,63,5,4.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1959-02-15,NA,2,5,NA,NA,NA,1959-01-22,NA,4.43,1,NA,NA
USGS,06433500,1960-03-20,NA,42,5,4.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1961-07-05,NA,9,5,3.87,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1962-06-16,NA,348,5,6.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1963-06-18,NA,40,5,4.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1964-06-22,NA,422,5,7.12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1965-05-25,NA,106,5,5.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1966-07-29,NA,45,5,5.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1967-05-06,NA,83,5,5.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1968-06-24,NA,48,5,5.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1969-04-30,NA,12,5,4.15,2,NA,1969-03-18,NA,4.4,1,NA,NA
USGS,06433500,1970-05-15,NA,67,5,5.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1971-02-14,NA,200,5,7.37,1,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1972-06-19,NA,930,5,9.15,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1973-04-21,NA,99,5,5.63,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1974-04-15,NA,80,5,5.43,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1975-04-08,NA,23,5,4.49,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1976-06-15,NA,654,5,8.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1977-04-07,NA,26,5,4.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1978-03-12,NA,243,5,6.97,1,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1979-06-16,NA,34,5,NA,NA,NA,1979-03-10,NA,5.8,1,NA,NA
USGS,06433500,1980-09-12,NA,75,5,5.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1981-07-25,NA,168,5,6.63,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1982-05-20,NA,926,5,8.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1982-10-09,NA,156,5,6.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1984-06-11,NA,132,5,6.19,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1985-03-19,NA,18,5,4.05,2,NA,1985-03-15,NA,5,1,NA,NA
USGS,06433500,1986-05-09,NA,47,5,4.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1987-04-05,NA,30,5,4.6,2,NA,1987-05-27,NA,4.65,1,NA,NA
USGS,06433500,1988-05-01,NA,10,5,4.1,2,NA,1988-02-12,NA,4.13,1,NA,NA
USGS,06433500,1989-05-01,NA,26,5,4.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1990-05-26,NA,51,5,5.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1991-06-20,NA,27,5,4.73,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1992-07-29,NA,16,5,4.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1993-06-08,NA,96,5,6.28,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1994-07-14,NA,59,5,5.55,2,NA,1994-03-03,NA,6.29,1,NA,NA
USGS,06433500,1995-05-09,NA,1280,5,10.23,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06433500,1996-05-27,NA,283,5,6.97,2,NA,1996-02-07,NA,7.03,1,NA,NA
USGS,06433500,2008-06-06,NA,1400,"5,7",10.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,1995-05-02,NA,1300,6,7.96,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,1996-02-08,NA,1200,6,8.85,1,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,1997-02-03,NA,1030,6,7.49,2,NA,1997-01-02,NA,7.75,1,NA,NA
USGS,06434505,1998-06-18,NA,1220,6,8.15,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,1998-10-17,NA,1630,6,9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2000-09-25,NA,769,6,7.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2000-11-02,NA,1360,6,8.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2002-09-24,NA,946,6,7.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2003-03-18,NA,1230,6,8.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2004-07-06,NA,1030,6,7.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2004-12-21,NA,725,6,7.01,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2006-04-22,NA,1400,6,8.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2007-06-08,NA,1310,6,8.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2008-05-08,NA,1610,6,9.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2009-03-06,NA,1610,6,9.36,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2010-04-25,NA,817,6,7.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2011-01-29,NA,735,6,6.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2012-03-13,NA,923,6,7.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2013-05-21,NA,1390,6,8.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2013-10-11,NA,1630,6,9.43,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2014-11-18,NA,513,6,6.29,1,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2016-05-19,NA,665,6,6.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2017-04-11,NA,519,6,6.27,2,NA,2016-12-22,NA,7.02,1,NA,NA
USGS,06434505,2018-06-30,10:15,1420,6,8.87,2,NA,2018-03-26,0015,9.21,1,2018-06-30T10:15:00Z,2018-03-26T00:15:00Z
USGS,06434505,2019-08-09,18:45,1260,6,8.43,2,NA,2019-03-18,1745,8.89,1,2019-08-09T18:45:00Z,2019-03-18T17:45:00Z
USGS,06434505,2020-05-05,04:00,626,6,6.66,NA,NA,NA,NA,NA,NA,2020-05-05T04:00:00Z,NA
USGS,06434505,2020-10-19,09:15,363,6,5.89,2,NA,2021-03-02,0015,5.95,1,2020-10-19T09:15:00Z,2021-03-02T00:15:00Z
USGS,06434505,2022-06-08,NA,851,6,7.19,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06434505,2023-06-24,02:30,861,6,7.27,NA,NA,NA,NA,NA,NA,2023-06-24T02:30:00Z,NA
USGS,06436000,1946-06-01,NA,5710,6,9.7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1947-06-23,NA,7460,6,11.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1948-06-18,NA,2720,6,6.98,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1949-03-25,NA,2280,6,6.26,2,NA,1949-03-05,NA,9.74,1,NA,NA
USGS,06436000,1950-05-10,NA,1530,6,5.36,2,NA,1950-04-06,NA,6.78,1,NA,NA
USGS,06436000,1951-09-07,NA,1680,6,5.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1952-03-31,NA,2280,6,6.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1953-08-06,NA,4070,6,7.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1953-11-26,NA,110,6,3.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1955-04-12,NA,597,6,4.44,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1955-12-23,NA,320,6,4.36,1,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1957-09-01,NA,144,6,3.92,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1958-06-16,NA,183,6,3.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1958-10-20,NA,13,"1,6",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1960-03-24,NA,2530,6,6.28,2,NA,1960-03-23,NA,6.38,1,NA,NA
USGS,06436000,1961-09-21,NA,7,6,3.64,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1962-06-16,NA,7840,6,11.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1963-04-30,NA,1580,6,5.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1964-06-09,NA,3030,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1965-05-15,NA,8100,6,10.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1966-03-17,NA,1560,6,5.65,2,NA,1966-03-14,NA,5.7,1,NA,NA
USGS,06436000,1967-06-17,NA,1560,6,5.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1968-05-14,NA,40,6,3.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1969-05-04,NA,2350,6,7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1970-05-15,NA,3570,6,7.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1971-04-22,NA,2770,6,7.19,2,NA,1971-02-14,NA,7.7,1,NA,NA
USGS,06436000,1972-06-19,NA,6270,6,9.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1973-04-21,NA,3110,6,7.23,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1974-04-14,NA,1210,6,5.11,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1975-05-12,NA,2190,6,6.39,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1976-06-15,NA,12200,6,13.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1977-04-10,NA,74,6,2.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1978-05-08,NA,3780,6,9.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1979-05-10,NA,248,6,3.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06436000,1980-06-15,NA,634,6,4.75,NA,NA,NA,NA,NA,NA,NA,NA
